AO222HDLLX1, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO222HDLLX2, 7.2800, 4.4800, {0.0000 -0.4000} {7.2800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.2800 4.4800} {7.2800 0.0000}
AO222HDLLX4, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
AO22HDLLX0, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO22HDLLX1, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO22HDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO22HDLLX4, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
AO311HDLLX0, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO311HDLLX1, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO311HDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO311HDLLX4, 7.2800, 4.4800, {0.0000 -0.4000} {7.2800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.2800 4.4800} {7.2800 0.0000}
AO31HDLLX0, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO31HDLLX1, 4.4800, 4.4800, {0.0000 -0.4000} {4.4800 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {4.4800 4.4800} {4.4800 0.0000}
AO31HDLLX2, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO31HDLLX4, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
AO321HDLLX0, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO321HDLLX1, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO321HDLLX2, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
AO321HDLLX4, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
AO32HDLLX0, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO32HDLLX1, 5.0400, 4.4800, {0.0000 -0.4000} {5.0400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.0400 4.4800} {5.0400 0.0000}
AO32HDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO32HDLLX4, 6.7200, 4.4800, {0.0000 -0.4000} {6.7200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.7200 4.4800} {6.7200 0.0000}
AO33HDLLX0, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO33HDLLX1, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
AO33HDLLX2, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
AO33HDLLX4, 7.8400, 4.4800, {0.0000 -0.4000} {7.8400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.8400 4.4800} {7.8400 0.0000}
BTHHDLLX1, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
BTHHDLLX12, 13.4400, 4.4800, {0.0000 -0.4000} {13.4400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {13.4400 4.4800} {13.4400 0.0000}
BTHHDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
BTHHDLLX3, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
BTHHDLLX4, 7.8400, 4.4800, {0.0000 -0.4000} {7.8400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.8400 4.4800} {7.8400 0.0000}
BTHHDLLX6, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
BTHHDLLX8, 10.6400, 4.4800, {0.0000 -0.4000} {10.6400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {10.6400 4.4800} {10.6400 0.0000}
BTLHDLLX1, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
BTLHDLLX12, 13.4400, 4.4800, {0.0000 -0.4000} {13.4400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {13.4400 4.4800} {13.4400 0.0000}
BTLHDLLX2, 5.6000, 4.4800, {0.0000 -0.4000} {5.6000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {5.6000 4.4800} {5.6000 0.0000}
BTLHDLLX3, 6.1600, 4.4800, {0.0000 -0.4000} {6.1600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {6.1600 4.4800} {6.1600 0.0000}
BTLHDLLX4, 7.8400, 4.4800, {0.0000 -0.4000} {7.8400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {7.8400 4.4800} {7.8400 0.0000}
BTLHDLLX6, 8.4000, 4.4800, {0.0000 -0.4000} {8.4000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {8.4000 4.4800} {8.4000 0.0000}
BTLHDLLX8, 10.6400, 4.4800, {0.0000 -0.4000} {10.6400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {10.6400 4.4800} {10.6400 0.0000}
BUHDLLX0, 2.2400, 4.4800, {0.0000 -0.4000} {2.2400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {2.2400 4.4800} {2.2400 0.0000}
BUHDLLX1, 2.2400, 4.4800, {0.0000 -0.4000} {2.2400 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {2.2400 4.4800} {2.2400 0.0000}
BUHDLLX12, 11.7600, 4.4800, {0.0000 -0.4000} {11.7600 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {11.7600 4.4800} {11.7600 0.0000}
BUHDLLX2, 2.8000, 4.4800, {0.0000 -0.4000} {2.8000 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {2.8000 4.4800} {2.8000 0.0000}
BUHDLLX3, 3.9200, 4.4800, {0.0000 -0.4000} {3.9200 4.8800}, {0.0000 0.0000} {0.0000 4.4800} {3.9200 4.4800} {3.9200 0.0000}
